test_idx,true_label,regime,score1_rank,score1_value,score2_value,orig_pred,orig_confidence,adv_pred,adv_confidence_orig_class,success,l2_norm,weighted_l2_norm,confidence_drop
337,1,aggressive,64,0.09641741216182709,0.23995360732078552,1,0.9490501880645752,0,0.0021734703332185745,1,0.44688040018081665,0.04262594152335875,0.9468767177313566
338,0,aggressive,375,0.06178528815507889,0.13508200645446777,0,0.9884169697761536,1,0.0007828540983609855,1,1.0778120756149292,0.16159943119438835,0.9876341156777926
339,1,aggressive,186,0.047944679856300354,0.1607092320919037,1,0.8467651605606079,0,1.8761936448896677e-09,1,1.411178708076477,0.14343360442434633,0.8467651586844143
340,0,aggressive,129,0.057055793702602386,0.16075608134269714,0,0.9983312487602234,1,0.0008514633518643677,1,1.0855060815811157,0.1571017046087199,0.997479785408359
341,0,aggressive,2227,0.021008210256695747,0.02279707044363022,0,0.8550487756729126,1,6.271702090998588e-07,1,2.0728750228881836,0.3323445238806445,0.8550481485027035
342,0,aggressive,407,0.029528675600886345,0.14604592323303223,0,0.9792409539222717,1,9.83334643933631e-07,1,2.0020384788513184,0.3147048792983746,0.9792399705876278
344,1,aggressive,1534,0.01365474984049797,0.045811496675014496,1,0.653605580329895,0,1.1735846669469474e-11,1,1.7380642890930176,0.1787459387338796,0.6536055803181592
346,0,aggressive,67,0.08509133756160736,0.28401756286621094,0,0.9417658448219299,1,9.191669647634626e-08,1,2.294110059738159,0.3679704216060868,0.9417657529052335
347,0,aggressive,1710,0.013444963842630386,0.03958331048488617,0,0.7849202752113342,1,1.732136297505349e-06,1,1.86967134475708,0.29736849874447135,0.7849185430750367
348,1,aggressive,333,0.029542244970798492,0.1305547058582306,1,0.9138087630271912,0,0.00024117367865983397,1,0.5281466245651245,0.051469261706644794,0.9135675893485313
349,0,aggressive,1847,0.012512749060988426,0.036118652671575546,0,0.9465136528015137,1,1.0489269897107079e-07,1,2.3388113975524902,0.37760664136855643,0.9465135479088147
350,1,aggressive,190,0.053580354899168015,0.1441541612148285,1,0.9164155721664429,0,8.561648428440094e-05,1,0.561981737613678,0.05536761528593224,0.9163299556821585
351,0,aggressive,1753,0.013819511979818344,0.0485445074737072,0,0.9264026880264282,1,1.1731516735835612e-07,1,2.317870616912842,0.37317447697090617,0.9264025707112609
352,0,aggressive,2284,3.148062387481332e-05,5.2978408348280936e-05,0,0.8309813737869263,1,9.931948170560645e-07,1,2.0031919479370117,0.3204199450091369,0.8309803805921092
353,1,aggressive,150,0.049715977162122726,0.1928769201040268,1,0.9780406951904297,0,0.007932836189866066,1,0.48263028264045715,0.049374170154384424,0.9701078590005636
354,1,aggressive,1356,0.013980986550450325,0.045329499989748,1,0.89450603723526,0,3.307607039459981e-05,1,0.6193182468414307,0.06328095550272524,0.8944729611648654
355,0,aggressive,2064,0.013857320882380009,0.018932193517684937,0,0.6660557985305786,1,1.1823019121948164e-05,1,1.5541547536849976,0.2426848078891875,0.6660439755114567
356,0,aggressive,1095,0.017035754397511482,0.14053280651569366,0,0.9826227426528931,1,2.07367029361194e-05,1,1.5480518341064453,0.2408833767093619,0.982602005949957
357,0,aggressive,40,0.10815519094467163,0.313408225774765,0,0.6377185583114624,1,1.2497464012994897e-05,1,1.4524881839752197,0.22462756393356156,0.6377060608474494
358,1,aggressive,1010,0.016884131357073784,0.09595701098442078,1,0.8546609282493591,0,5.30251736563514e-06,1,0.7605611085891724,0.07838598298856331,0.8546556257319935
359,1,aggressive,1704,0.013361561112105846,0.06721194088459015,1,0.6662932634353638,0,1.6224020391031324e-11,1,1.716802716255188,0.1730206377789347,0.6662932634191397
360,0,aggressive,1377,0.0138844670727849,0.041009921580553055,0,0.9630897641181946,1,6.52142659873789e-08,1,2.389893054962158,0.3862822529635563,0.9630896989039286
361,0,aggressive,699,0.024108298122882843,0.14496080577373505,0,0.9731827974319458,1,9.806776688492391e-07,1,2.0112082958221436,0.32152910227978393,0.973181816754277
362,0,aggressive,963,0.016558876261115074,0.19154654443264008,0,0.9578436613082886,1,7.272873148167491e-08,1,2.4095489978790283,0.389062716898206,0.9578435885795571
363,0,aggressive,1775,0.013439537025988102,0.03405389562249184,0,0.7476567029953003,1,3.266419071223936e-06,1,1.7669706344604492,0.28004244061563677,0.7476534365762291
364,1,aggressive,151,0.04895487055182457,0.19425588846206665,1,0.9874239563941956,0,0.016283493489027023,1,0.5142558813095093,0.0532543960080095,0.9711404629051685
365,0,aggressive,1176,0.01524015050381422,0.05263710767030716,0,0.9647260904312134,1,7.543834357193191e-08,1,2.3932950496673584,0.38674457012029445,0.9647260149928698
366,1,aggressive,537,0.023412441834807396,0.14266324043273926,1,0.955245316028595,0,0.001201312174089253,1,0.43608558177948,0.04446877483344054,0.9540440038545057
367,0,aggressive,948,0.01639571785926819,0.06016816198825836,0,0.5984987616539001,1,2.4800172468530945e-05,1,1.3679817914962769,0.2095655258850393,0.5984739614814316
368,0,aggressive,981,0.015887172892689705,0.08158233016729355,0,0.8995789885520935,1,1.6755957688019407e-07,1,2.239304542541504,0.35923889719257884,0.8995788209925166
369,1,aggressive,1061,0.015846040099859238,0.055150724947452545,1,0.9314202070236206,0,0.00020864619000349194,1,0.49572697281837463,0.05171432936628587,0.9312115608336171
370,0,aggressive,2108,0.014576812274754047,0.04078931361436844,0,0.8025181293487549,1,9.973522310247063e-07,1,1.951278805732727,0.31063926643198814,0.8025171319965239
371,0,aggressive,303,0.03520122915506363,0.17144811153411865,0,0.9762538075447083,1,1.6960835637291893e-05,1,1.6056374311447144,0.24953264029756445,0.976236846709071
373,1,aggressive,1529,0.01340256817638874,0.04863431304693222,1,0.5493267178535461,0,5.136560066176799e-10,1,1.4320634603500366,0.14221923683345966,0.5493267173398901
374,1,aggressive,1799,0.013040815480053425,0.03211398050189018,1,0.6786684393882751,0,5.023858499347833e-12,1,1.8121626377105713,0.1833124467001269,0.6786684393832513
375,1,aggressive,181,0.07624177634716034,0.11517011374235153,1,0.9027567505836487,0,5.880515163880773e-05,1,0.6014445424079895,0.05789776262690853,0.9026979454320099
377,0,aggressive,399,0.030275927856564522,0.20701992511749268,0,0.9955955147743225,1,0.00010708211630117148,1,1.3412351608276367,0.19831427683877878,0.9954884326580213
378,0,aggressive,1829,0.012814135290682316,0.04148111492395401,0,0.945814847946167,1,1.006350700549774e-07,1,2.340574264526367,0.37783710118549535,0.9458147473110969
380,0,aggressive,2155,0.015710487961769104,0.030566101893782616,0,0.7832196950912476,1,1.6252762407020782e-06,1,1.8951008319854736,0.3009297781439947,0.7832180698150069
381,0,aggressive,2251,0.00022300354612525553,0.0005004556151106954,0,0.8293834328651428,1,1.0205653779848944e-06,1,1.9985872507095337,0.3196291679049218,0.8293824122997648
383,0,aggressive,464,0.025242174044251442,0.13944651186466217,0,0.9769580364227295,1,1.3618902130474453e-06,1,1.9322885274887085,0.30808286673528135,0.9769566745325164
384,0,aggressive,1715,0.01339285634458065,0.04975396394729614,0,0.9587504267692566,1,8.935709416846294e-08,1,2.384596824645996,0.38404532872589847,0.9587503374121624
385,1,aggressive,1163,0.014822143130004406,0.04774726927280426,1,0.9097493886947632,0,2.6340805561630987e-05,1,0.6234819293022156,0.06377382971598751,0.9097230478892016
386,1,aggressive,521,0.023329365998506546,0.1258615255355835,1,0.9630218744277954,0,0.0032897552009671926,1,0.4036691188812256,0.042425676110565996,0.9597321192268282
388,0,aggressive,847,0.017672697082161903,0.05919467657804489,0,0.6565369367599487,1,1.0482772268005647e-05,1,1.515637755393982,0.2360084054529815,0.6565264539876807
389,0,aggressive,1748,0.013166850432753563,0.04593267664313316,0,0.9705461263656616,1,3.1828096780373016e-07,1,2.189359426498413,0.34988482002858357,0.9705458080846938
391,1,aggressive,538,0.023078912869095802,0.0772692933678627,1,0.9456785917282104,0,0.0002444783749524504,1,0.5135685801506042,0.05292990380898041,0.945434113353258
392,1,aggressive,918,0.017307259142398834,0.07757377624511719,1,0.8358087539672852,0,5.818701520610148e-09,1,1.3099186420440674,0.13657473929810823,0.8358087481485836
393,0,aggressive,2024,0.012766395695507526,0.035281646996736526,0,0.7562227249145508,1,3.192140638930141e-06,1,1.789353847503662,0.28350796691732943,0.7562195327739119
394,0,aggressive,2014,0.012848151847720146,0.021042710170149803,0,0.7654886841773987,1,1.941930804605363e-06,1,1.8431057929992676,0.2921146299262588,0.7654867422465941
395,0,aggressive,1531,0.013219987973570824,0.062295086681842804,0,0.7757660150527954,1,2.09884024116036e-06,1,1.8438702821731567,0.29282125185473945,0.7757639162125542
398,1,aggressive,1646,0.01413036324083805,0.032783668488264084,1,0.5717391967773438,0,2.1380415493599259e-10,1,1.5032705068588257,0.15119913286132802,0.5717391965635396
399,0,aggressive,390,0.038217153400182724,0.11252287775278091,0,0.9847363829612732,1,0.0005283328355289996,1,1.118804693222046,0.1689207530622977,0.9842080501257442
400,0,aggressive,213,0.052906885743141174,0.16885297000408173,0,0.9920874238014221,1,0.0013868991518393159,1,1.0165107250213623,0.152342852976666,0.9907005246495828
401,0,aggressive,941,0.016888154670596123,0.08742758631706238,0,0.9928461909294128,1,3.031859887414612e-05,1,1.4818638563156128,0.2264689588934109,0.9928158723305387
403,0,aggressive,1322,0.014311892911791801,0.0717373639345169,0,0.7904148697853088,1,2.117509893651004e-06,1,1.8522285223007202,0.2927507845152697,0.7904127522754152
404,0,aggressive,1957,0.013008682057261467,0.034588493406772614,0,0.6635650396347046,1,1.2273382708372083e-05,1,1.5474001169204712,0.24146148807622456,0.6635527662519962
405,0,aggressive,1019,0.016408363357186317,0.08881112933158875,0,0.6799558997154236,1,8.561592039768584e-06,1,1.6082793474197388,0.25080355520464587,0.6799473381233838
406,0,aggressive,1282,0.013451831415295601,0.033746566623449326,0,0.9921087622642517,1,9.189375850837678e-05,1,1.2919588088989258,0.19733926540459404,0.9920168685057433
407,0,aggressive,379,0.04513515904545784,0.13508200645446777,0,0.9884169697761536,1,0.0007828540983609855,1,1.0778120756149292,0.16159943119438835,0.9876341156777926
409,1,aggressive,1781,0.01298808865249157,0.04193367809057236,1,0.823731005191803,0,2.230631620441046e-14,1,2.2366459369659424,0.22780075053074328,0.8237310051917807
410,0,aggressive,500,0.023871880024671555,0.07119118422269821,0,0.8801317811012268,1,3.259599452576367e-07,1,2.1495842933654785,0.3448496073288637,0.8801314551412815
411,1,aggressive,1428,0.014883162453770638,0.06216359883546829,1,0.6229380965232849,0,3.6492978777724616e-11,1,1.6553635597229004,0.165786212700781,0.6229380964867919
412,0,aggressive,824,0.018411388620734215,0.0766569972038269,0,0.9322220087051392,1,1.0621257473530932e-07,1,2.3096508979797363,0.3712830252336776,0.9322219024925644
413,1,aggressive,1449,0.01317597832530737,0.041780129075050354,1,0.8749825358390808,0,3.2222313166130334e-05,1,0.6133594512939453,0.061686151264951875,0.8749503135259147
414,1,aggressive,972,0.01602400466799736,0.0610821396112442,1,0.6278750896453857,0,8.222914016364768e-10,1,1.4173613786697388,0.14691880347366332,0.6278750888230944
415,1,aggressive,524,0.023267390206456184,0.12587375938892365,1,0.9630500674247742,0,0.0032832263968884945,1,0.4037492275238037,0.04244652005877323,0.9597668410278857
416,0,aggressive,2178,0.015765393152832985,0.0394495390355587,0,0.8091114163398743,1,1.1187977406734717e-06,1,1.969733715057373,0.3139115195485918,0.8091102975421336
418,0,aggressive,686,0.018967224285006523,0.049297310411930084,0,0.9931454658508301,1,3.993019345216453e-05,1,1.4510892629623413,0.21912155351646356,0.9931055356573779
419,1,aggressive,609,0.020323632284998894,0.11630932241678238,1,0.6448764204978943,0,1.0270098139975037e-11,1,1.7286274433135986,0.17918311748348154,0.6448764204876242
420,0,aggressive,2191,0.02250862307846546,0.030010981485247612,0,0.8684493899345398,1,4.387256922200322e-07,1,2.1128652095794678,0.33907541001880337,0.8684489512088476
421,0,aggressive,265,0.03560620918869972,0.13090407848358154,0,0.946516215801239,1,4.308575682898663e-07,1,2.1498336791992188,0.34380607532869895,0.9465157849436707
422,0,aggressive,1955,0.013226382434368134,0.038818489760160446,0,0.8972077369689941,1,1.9318034105708648e-07,1,2.197197437286377,0.3534987813385341,0.8972075437886531
423,1,aggressive,909,0.01715627871453762,0.07918142527341843,1,0.9234780669212341,0,0.0001480955397710204,1,0.5382220149040222,0.05516775957973199,0.9233299713814631
424,1,aggressive,1414,0.013215489685535431,0.05472439527511597,1,0.7158946990966797,0,9.60958634714515e-13,1,1.9191993474960327,0.19350483901186502,0.7158946990957187
425,1,aggressive,1541,0.013128262013196945,0.05922871455550194,1,0.7893508076667786,0,6.118226042982344e-14,1,2.1359496116638184,0.21654096029923148,0.7893508076667174
426,0,aggressive,1381,0.013363984413444996,0.060656141489744186,0,0.8031058311462402,1,1.0963352679027594e-06,1,1.9361411333084106,0.3086226069804673,0.8031047348109723
427,1,aggressive,207,0.042952969670295715,0.148799329996109,1,0.9192672967910767,0,0.006901065818965435,1,0.3884548842906952,0.03644277852275757,0.9123662309721112
428,1,aggressive,1037,0.01738317310810089,0.08999685198068619,1,0.5645022988319397,0,7.783368394242984e-10,1,1.3992462158203125,0.14468270767798863,0.5645022980536029
429,1,aggressive,52,0.09792909026145935,0.30744343996047974,1,0.9029223322868347,0,0.0004267011536285281,1,0.5097530484199524,0.04719307315232306,0.9024956311332062
431,1,aggressive,1605,0.013884786516427994,0.03624095022678375,1,0.8558234572410583,0,5.568595029536993e-10,1,1.4421321153640747,0.14885117263185155,0.8558234566841989
432,0,aggressive,1910,0.014233277179300785,0.06725053489208221,0,0.9485921263694763,1,9.427841973774775e-08,1,2.3515427112579346,0.3802117393616744,0.9485920320910566
433,0,aggressive,2029,0.012911330908536911,0.04315153881907463,0,0.7846161723136902,1,1.5018611065897858e-06,1,1.8996200561523438,0.30178450977119514,0.7846146704525836
434,0,aggressive,927,0.017948796972632408,0.055299848318099976,0,0.9479315876960754,1,6.548611253265335e-08,1,2.3801138401031494,0.38361113104475114,0.9479315222099629
435,0,aggressive,195,0.04487281292676926,0.18036094307899475,0,0.9570472240447998,1,1.0996147921105148e-06,1,1.934872031211853,0.3018537754675372,0.9570461244300077
436,0,aggressive,1932,0.012615200132131577,0.023701656609773636,0,0.8627296686172485,1,4.242974682711065e-07,1,2.0976479053497314,0.3362148614650408,0.8627292443197803
437,0,aggressive,202,0.04345882311463356,0.12165549397468567,0,0.9992339611053467,1,0.00435263616964221,1,0.9234658479690552,0.1331773559526514,0.9948813249357045
439,0,aggressive,347,0.030220134183764458,0.10864388942718506,0,0.997841477394104,1,0.00410857331007719,1,0.8960801362991333,0.13084661420990476,0.9937329040840268
440,0,aggressive,2241,0.001689257100224495,0.003036459907889366,0,0.824809730052948,1,1.1035427860406344e-06,1,1.985410213470459,0.317366391509626,0.824808626510162
441,1,aggressive,1042,0.017055697739124298,0.07844564318656921,1,0.9272541999816895,0,0.0001557077484903857,1,0.5532867908477783,0.05598803130446281,0.9270984922331991
442,1,aggressive,1004,0.018677115440368652,0.07055999338626862,1,0.946216881275177,0,0.0014905404532328248,1,0.41272595524787903,0.04213060037006292,0.9447263408219442
443,0,aggressive,1272,0.014913280494511127,0.05883857607841492,0,0.9497249722480774,1,8.028731457443428e-08,1,2.3590872287750244,0.37990128576155807,0.9497248919607628
444,0,aggressive,1771,0.013447461649775505,0.06616954505443573,0,0.9073302745819092,1,1.388424948345346e-07,1,2.2622783184051514,0.3637718298986869,0.9073301357394143
445,0,aggressive,1680,0.014079630374908447,0.056606195867061615,0,0.8084890246391296,1,8.580332178098615e-07,1,1.9696940183639526,0.3137039482396217,0.8084881666059118
446,1,aggressive,844,0.017906369641423225,0.09800662100315094,1,0.8902809619903564,0,0.0004534398321993649,1,0.4792907238006592,0.04664981001665724,0.8898275221581571
447,1,aggressive,1728,0.013189082965254784,0.031528666615486145,1,0.7576925158500671,0,2.820827610123394e-13,1,2.047856092453003,0.21109129704870747,0.757692515849785
448,1,aggressive,1491,0.013364771381020546,0.04930233210325241,1,0.7879503965377808,0,4.4962834453918243e-13,1,2.023632049560547,0.20770667798236717,0.7879503965373311
449,0,aggressive,505,0.024373801425099373,0.12858282029628754,0,0.9816045761108398,1,6.783297430956736e-05,1,1.4041591882705688,0.21302447051234777,0.9815367431365303
450,1,aggressive,348,0.03144636005163193,0.19860266149044037,1,0.785722553730011,0,7.870848417468324e-11,1,1.6550465822219849,0.17189744206084778,0.7857225536513025
451,0,aggressive,410,0.032963212579488754,0.07724285125732422,0,0.9949395656585693,1,0.0005216699209995568,1,1.088415265083313,0.15949159145369488,0.9944178957375698
452,0,aggressive,1314,0.013513902202248573,0.0573192834854126,0,0.9479052424430847,1,1.1848936765090912e-07,1,2.3087899684906006,0.3742151591319585,0.9479051239537171
453,0,aggressive,1123,0.015283269807696342,0.07627072930335999,0,0.9713060259819031,1,7.04452745026174e-08,1,2.421069383621216,0.39064944595526563,0.9713059555366286
454,0,aggressive,56,0.10148857533931732,0.39582470059394836,0,0.9983306527137756,1,0.0021356490906327963,1,1.0322978496551514,0.14747378016053295,0.9961950036231428
455,1,aggressive,291,0.03341121971607208,0.17194169759750366,1,0.9096424579620361,0,0.000354137911926955,1,0.5063523054122925,0.04852462774350847,0.9092883200501092
456,1,aggressive,777,0.019627956673502922,0.0902521163225174,1,0.8665364384651184,0,0.00019571257871575654,1,0.5193651914596558,0.05013338754491101,0.8663407258864027
457,1,aggressive,1435,0.013487137854099274,0.054812293499708176,1,0.7588436007499695,0,1.844000890567979e-13,1,2.0526514053344727,0.20869077915094064,0.7588436007497851
458,1,aggressive,1496,0.013188539072871208,0.04318874329328537,1,0.7703357934951782,0,1.4697234314992036e-12,1,1.9292902946472168,0.19985894577199728,0.7703357934937085
459,0,aggressive,471,0.03280137851834297,0.09908038377761841,0,0.999272882938385,1,0.0021548366639763117,1,0.9402607679367065,0.12789773128381213,0.9971180462744087
460,0,aggressive,1839,0.012429780326783657,0.02490418590605259,0,0.7872978448867798,1,1.633996475902677e-06,1,1.8766043186187744,0.298511695240125,0.7872962108903039
461,1,aggressive,915,0.017081696540117264,0.05735445022583008,1,0.944194495677948,0,0.000786640215665102,1,0.43490955233573914,0.04476979732579782,0.9434078554622829
462,1,aggressive,2119,0.015120637603104115,0.01839645579457283,1,0.5633600354194641,0,3.2665725679947855e-10,1,1.472823143005371,0.14665454038945527,0.5633600350928069
463,0,aggressive,1876,0.012818695046007633,0.032271068543195724,0,0.8969448208808899,1,2.5458956542934175e-07,1,2.202352285385132,0.3531628787316825,0.8969445662913245
465,0,aggressive,1483,0.014499006792902946,0.050120748579502106,0,0.8847425580024719,1,2.87758808781291e-07,1,2.160153388977051,0.34709328054397237,0.8847422702436631
466,0,aggressive,1861,0.012246900238096714,0.043100856244564056,0,0.9808953404426575,1,1.2169884030299727e-05,1,1.6252752542495728,0.25400507502930936,0.9808831705586272
467,0,aggressive,1939,0.012786680832505226,0.04968782514333725,0,0.7532411813735962,1,2.886930587919778e-06,1,1.804370403289795,0.28563577007568136,0.7532382944430083
468,1,aggressive,612,0.02020772360265255,0.11245009303092957,1,0.9611650109291077,0,0.0031162218656390905,1,0.40131694078445435,0.04171204007249753,0.9580487890634686
469,0,aggressive,1100,0.015435305424034595,0.030300315469503403,0,0.9612895846366882,1,6.164042787304425e-08,1,2.424288511276245,0.3908107214981363,0.9612895229962604
470,0,aggressive,1290,0.014074129052460194,0.06734490394592285,0,0.737562358379364,1,2.7677215257426724e-06,1,1.7728123664855957,0.27909701936120473,0.7375595906578383
471,1,aggressive,1546,0.013245218433439732,0.04843297228217125,1,0.7662773728370667,0,1.9256342668420162e-13,1,2.070261240005493,0.211909404279283,0.7662773728368741
472,0,aggressive,1043,0.016633301973342896,0.05136466771364212,0,0.9127354025840759,1,1.2734186327634234e-07,1,2.253007411956787,0.36143949852084495,0.9127352752422127
473,0,aggressive,1894,0.014007270336151123,0.042067646980285645,0,0.7709376215934753,1,1.8651676327863242e-06,1,1.8575866222381592,0.2945335705543889,0.7709357564258426
474,0,aggressive,2225,0.023011162877082825,0.02719920501112938,0,0.8848558664321899,1,3.623661370966147e-07,1,2.159284830093384,0.34715809553003657,0.8848555040660528
475,1,aggressive,1228,0.014120570383965969,0.08130989968776703,1,0.8924660682678223,0,3.36658486048691e-05,1,0.6186885833740234,0.06246656755595659,0.8924324024192174
476,0,aggressive,2280,4.3487001676112413e-05,7.063787779770792e-05,0,0.8309364318847656,1,9.939491292243474e-07,1,2.0030622482299805,0.32039767929107266,0.8309354379356364
477,1,aggressive,1445,0.013153646141290665,0.041774772107601166,1,0.8750588297843933,0,3.218475103494711e-05,1,0.6134430766105652,0.061701311178392435,0.8750266450333584
478,0,aggressive,766,0.019521262496709824,0.08074045926332474,0,0.9787375926971436,1,4.493821563755773e-07,1,2.1350128650665283,0.33884196052676196,0.9787371433149872
479,0,aggressive,1560,0.013708165846765041,0.047123152762651443,0,0.8461818695068359,1,5.005294951843098e-07,1,2.054965019226074,0.32870479999090296,0.8461813689773408
480,0,aggressive,1424,0.014032583683729172,0.045939236879348755,0,0.762152910232544,1,2.8547883630380966e-06,1,1.8051080703735352,0.2864191469840108,0.7621500554441809
481,0,aggressive,586,0.020535249263048172,0.09830531477928162,0,0.9928337335586548,1,7.507346163038164e-05,1,1.329355001449585,0.2036127198036905,0.9927586600970244
482,0,aggressive,1020,0.016712429001927376,0.0903717502951622,0,0.9915539622306824,1,3.737007500603795e-05,1,1.4347838163375854,0.21984741787763204,0.9915165921556763
483,0,aggressive,1801,0.012710253708064556,0.041271768510341644,0,0.9370947480201721,1,9.059787231535665e-08,1,2.3545422554016113,0.3800292150789011,0.9370946574222998
484,1,aggressive,886,0.01720268279314041,0.07302907109260559,1,0.9486895203590393,0,0.0015443461015820503,1,0.41702601313591003,0.04262082882428865,0.9471451742574573
485,1,aggressive,807,0.01949486881494522,0.10752718150615692,1,0.8781731128692627,0,1.0490332897461485e-05,1,0.7017208337783813,0.0698432849848578,0.8781626225363652
486,0,aggressive,2004,0.01292728167027235,0.0219942107796669,0,0.6840103268623352,1,8.807061931292992e-06,1,1.605437994003296,0.2515716993292252,0.6840015198004039
487,1,aggressive,1083,0.015648584812879562,0.052156127989292145,1,0.8875144124031067,0,4.797267138201278e-06,1,0.7227556109428406,0.07431511091820325,0.8875096151359685
488,0,aggressive,2222,0.019344234839081764,0.06291569024324417,0,0.8819713592529297,1,3.7688599263674405e-07,1,2.1510658264160156,0.34571845566702797,0.881970982366937
490,1,aggressive,1393,0.013095872476696968,0.040010422468185425,1,0.6335784792900085,0,2.1824812790338655e-11,1,1.6842502355575562,0.17071773726041492,0.6335784792681838
491,0,aggressive,424,0.027128273621201515,0.137507826089859,0,0.9623019099235535,1,8.039381782509736e-08,1,2.3464038372039795,0.3766622588807351,0.9623018295297356
492,0,aggressive,2249,0.00021874179947189987,0.0007943289820104837,0,0.8295767307281494,1,1.0172925613005646e-06,1,1.999144434928894,0.3197248482786824,0.8295757134355881
493,0,aggressive,254,0.0352366641163826,0.12319408357143402,0,0.6119734644889832,1,2.111455614794977e-05,1,1.3593498468399048,0.2081092148373911,0.6119523499328352
494,0,aggressive,969,0.016242552548646927,0.06917328387498856,0,0.6037752628326416,1,3.369787009432912e-05,1,1.3604800701141357,0.21012551962279075,0.6037415649625473
495,0,aggressive,112,0.06666185706853867,0.25380438566207886,0,0.947933554649353,1,4.746607018546456e-08,1,2.382176637649536,0.3838688279630583,0.9479335071832828
496,0,aggressive,1177,0.01437110174447298,0.06131032481789589,0,0.7330518364906311,1,3.512874400257715e-06,1,1.7488422393798828,0.2758198829448769,0.7330483236162308
497,1,aggressive,1459,0.013279946520924568,0.04013204202055931,1,0.8735578060150146,0,3.219534482923336e-05,1,0.6116214394569397,0.06139547548904602,0.8735256106701854
498,0,aggressive,964,0.01723652519285679,0.17216719686985016,0,0.9619987607002258,1,7.607020080513394e-08,1,2.391538143157959,0.38597473539937055,0.961998684630025
499,0,aggressive,376,0.047322191298007965,0.13508200645446777,0,0.9884169697761536,1,0.0007828540983609855,1,1.0778120756149292,0.16159943119438835,0.9876341156777926
500,0,aggressive,2100,0.015132325701415539,0.027700698003172874,0,0.6856176853179932,1,1.127030645875493e-05,1,1.5881853103637695,0.24876813446679297,0.6856064150115344
501,1,aggressive,162,0.062057435512542725,0.18123005330562592,1,0.8397791981697083,0,4.351963070803322e-06,1,0.7959823608398438,0.07634364207951819,0.8397748462066374
502,0,aggressive,874,0.018228653818368912,0.11488738656044006,0,0.9436989426612854,1,1.130661431147928e-07,1,2.3368446826934814,0.37644590162751956,0.9436988295951423
503,1,aggressive,665,0.0204522293061018,0.07073739171028137,1,0.9506005644798279,0,0.0038895849138498306,1,0.3957037627696991,0.0389377721210127,0.946710979565978
504,1,aggressive,510,0.024114426225423813,0.112076036632061,1,0.9532817602157593,0,0.002239225897938013,1,0.42326605319976807,0.0424535511264494,0.9510425343178213
505,0,aggressive,2271,8.413871546508744e-05,0.0001370319223497063,0,0.8306068778038025,1,9.995345635616104e-07,1,2.002112865447998,0.32023460920319397,0.8306058782692389
506,1,aggressive,1484,0.013014368712902069,0.037079792469739914,1,0.7517684102058411,0,6.568284869994112e-13,1,1.9802201986312866,0.2041808890552195,0.7517684102051843
507,1,aggressive,727,0.019145797938108444,0.12253204733133316,1,0.9413528442382812,0,0.00023986652377061546,1,0.5153807997703552,0.05217605964138742,0.9411129777145106
508,0,aggressive,2099,0.01508081890642643,0.03628753870725632,0,0.7473328709602356,1,3.1286681405617855e-06,1,1.7895138263702393,0.28305999230611334,0.747329742292095
509,1,aggressive,411,0.028528738766908646,0.10174013674259186,1,0.969474732875824,0,0.010288086719810963,1,0.42453184723854065,0.04320108912765006,0.959186646156013
510,1,aggressive,589,0.020773857831954956,0.08190752565860748,1,0.8981131911277771,0,0.000601394975092262,1,0.46317312121391296,0.04483818115739745,0.8975117961526848
511,0,aggressive,89,0.07477418333292007,0.27206388115882874,0,0.9970034956932068,1,0.0009854945819824934,1,1.0789475440979004,0.1552569321556787,0.9960180011112243
512,0,aggressive,42,0.10658424347639084,0.3273586332798004,0,0.9977993369102478,1,0.0005540646961890161,1,1.1658275127410889,0.17321010889094382,0.9972452722140588
513,0,aggressive,80,0.13188619911670685,0.2611972689628601,0,0.9806320667266846,1,1.9021497791982256e-05,1,1.5763700008392334,0.24031851010159822,0.9806130452288926
514,0,aggressive,1245,0.014859462156891823,0.06787783652544022,0,0.6894828081130981,1,8.915617399907205e-06,1,1.603724479675293,0.25066534566070664,0.6894738924956982
515,0,aggressive,1289,0.014164898544549942,0.031171154230833054,0,0.8740741014480591,1,2.1121942950230732e-07,1,2.1670639514923096,0.34687634138158535,0.8740738902286296
516,1,aggressive,1629,0.013908272609114647,0.043051451444625854,1,0.7982606291770935,0,5.391823123504676e-14,1,2.162968635559082,0.22102286127820542,0.7982606291770395
518,1,aggressive,323,0.036890577524900436,0.16544651985168457,1,0.7723894119262695,0,2.6572103892230636e-13,1,2.0646116733551025,0.20938571354023935,0.7723894119260039
520,1,aggressive,1032,0.016885632649064064,0.08141810446977615,1,0.9631713628768921,0,0.002275075064972043,1,0.39722684025764465,0.041928228301022545,0.96089628781192
521,1,aggressive,23,0.15405991673469543,0.4984928369522095,1,0.9156357645988464,0,0.0025486082304269075,1,0.4359933137893677,0.03953468032436804,0.9130871563684195
522,0,aggressive,1754,0.013744588010013103,0.05100291967391968,0,0.9039496183395386,1,1.7958043940780044e-07,1,2.2202749252319336,0.3570605824745917,0.9039494387590992
523,1,aggressive,826,0.018453512340784073,0.0882626548409462,1,0.9226645827293396,0,0.0005247634253464639,1,0.46181827783584595,0.04700993058111618,0.9221398193039931
524,0,aggressive,2186,0.015782387927174568,0.11595288664102554,0,0.855002224445343,1,4.761273544318101e-07,1,2.1049962043762207,0.33685185257472766,0.8550017483179886
